X,Y,BRIGHTNESS
3248,201,1095.0531005859375
2488,202,3455.26171875
2673,202,2339.514892578125
2757,202,1946.9508056640625
2784,202,2365.885009765625
2785,202,1586.75146484375
2787,202,2389.14697265625
2792,202,1138.4091796875
2977,202,2474.769775390625
954,203,115.92652893066406
1181,203,156.6693878173828
2736,203,167.11810302734375
2758,203,517.8150634765625
2778,203,3804.04833984375
3592,203,1267.3077392578125
3803,203,989.6039428710938
219,204,168.6495361328125
402,204,1207.0308837890625
1758,204,3022.697265625
1760,204,2987.79296875
2058,204,648.5944213867188
2671,204,2257.50537109375
2672,204,4735.88037109375
2760,204,575.4415893554688
2782,204,233.79998779296875
3368,204,1724.05419921875
2035,205,336.7081604003906
2492,205,645.8091430664062
2591,205,134.46031188964844
2667,205,632.5631713867188
2669,205,1156.1939697265625
2718,205,1335.053466796875
2720,205,305.7535400390625
2772,205,3421.875
2780,205,2467.006591796875
2785,205,519.30029296875
2833,205,185.97134399414062
2834,205,623.7927856445312
2835,205,2793.050048828125
2836,205,1894.8433837890625
2841,205,3237.92626953125
2848,205,3959.1630859375
2852,205,220.68289184570312
2862,205,2729.56298828125
2863,205,117.47218322753906
2891,205,3168.939453125
651,206,983.3449096679688
1835,206,2366.900390625
2379,206,354.2189025878906
2589,206,2364.520263671875
2619,206,1541.173583984375
2620,206,2195.154052734375
2691,206,3570.872314453125
2698,206,3927.892333984375
2700,206,1735.7255859375
2705,206,5107.35595703125
2706,206,193.0997314453125
2727,206,387.2893981933594
2728,206,1386.8526611328125
2729,206,5315.61376953125
2773,206,1864.506103515625
2774,206,1516.8812255859375
2776,206,3033.667236328125
2777,206,562.1654663085938
2788,206,3708.685791015625
2794,206,4066.677978515625
2819,206,3638.9150390625
2864,206,266.3462829589844
2865,206,5512.7587890625
2869,206,702.7467041015625
2874,206,101.62731170654297
3134,206,954.1669921875
3395,206,1500.1563720703125
3813,206,1277.06494140625
1886,207,2608.0087890625
2463,207,487.97528076171875
2551,207,1757.3223876953125
2651,207,1464.186279296875
2666,207,131.83018493652344
2667,207,1788.6519775390625
2669,207,3195.689208984375
2699,207,3585.302490234375
2700,207,437.1080017089844
2701,207,245.01597595214844
2704,207,519.0360107421875
2705,207,5005.63720703125
2706,207,231.02609252929688
2709,207,140.54403686523438
2711,207,992.3666381835938
2715,207,102.89684295654297
2716,207,2925.71826171875
2753,207,1399.91748046875
2759,207,294.8873291015625
2804,207,4190.1923828125
2809,207,122.34444427490234
2820,207,1803.77978515625
2821,207,238.63412475585938
2828,207,232.93661499023438
2878,207,1616.3892822265625
2883,207,378.8370056152344
2892,207,1313.389404296875
2893,207,1320.6719970703125
2894,207,1336.2581787109375
2895,207,1324.39697265625
2896,207,1327.0660400390625
3065,207,1022.96533203125
3074,207,3522.025390625
3678,207,2538.017822265625
24,208,2945.852783203125
2623,208,1304.942626953125
2625,208,386.49346923828125
2627,208,690.199462890625
2652,208,2458.6123046875
2687,208,508.65692138671875
2714,208,1301.663330078125
2749,208,4565.5107421875
2750,208,4754.59814453125
2810,208,303.9422912597656
2864,208,105.28305053710938
2866,208,4630.7646484375
2877,208,2219.5537109375
2895,208,2007.051513671875
2896,208,252.77882385253906
2901,208,181.4195098876953
2902,208,125.97411346435547
2904,208,584.5780639648438
2951,208,454.9046936035156
2952,208,471.79205322265625
2953,208,313.0166015625
2954,208,303.0250244140625
2955,208,285.36370849609375
2956,208,277.8826904296875
2957,208,305.7046813964844
2958,208,325.4815673828125
2959,208,489.1774597167969
2966,208,117.77301788330078
3430,208,1990.088623046875
909,209,347.76190185546875
2245,209,882.359619140625
2542,209,5082.62841796875
2579,209,3258.5537109375
2580,209,1112.7940673828125
2661,209,158.3037872314453
2662,209,2627.94287109375
2663,209,3924.25146484375
2664,209,1222.5513916015625
2832,209,4340.9150390625
2858,209,5694.36572265625
2859,209,728.7847290039062
2860,209,785.3455810546875
2862,209,320.1948547363281
2863,209,2190.00927734375
2872,209,891.9281005859375
2879,209,935.1264038085938
2887,209,1538.4149169921875
2901,209,3708.037353515625
2907,209,1048.824951171875
2950,209,398.81585693359375
2951,209,286.9959411621094
2952,209,279.2953796386719
2953,209,219.7952423095703
2954,209,283.9512939453125
2955,209,239.31857299804688
2956,209,257.10400390625
2957,209,281.3020324707031
2958,209,182.6820068359375
2959,209,159.85391235351562
2960,209,128.05191040039062
2961,209,108.9128189086914
2962,209,103.39221954345703
326,210,2844.00537109375
1115,210,1779.4927978515625
2037,210,2625.496337890625
2437,210,364.3739013671875
2444,210,3727.33837890625
2505,210,3485.082275390625
2506,210,1384.3564453125
2507,210,2391.575927734375
2508,210,3773.994384765625
2520,210,2467.55517578125
2548,210,117.9203109741211
2570,210,255.50015258789062
2571,210,4341.28857421875
2572,210,1338.709716796875
2579,210,1831.590087890625
2580,210,1366.744384765625
2581,210,4328.11279296875
2582,210,1753.1923828125
2583,210,2407.75
2584,210,142.260986328125
2586,210,1757.13037109375
2636,210,294.75006103515625
2935,210,1799.4012451171875
2936,210,2266.96923828125
2939,210,577.7383422851562
2950,210,351.68695068359375
2951,210,296.1219177246094
2952,210,317.09674072265625
2953,210,278.550537109375
2954,210,214.8880615234375
2955,210,121.04542541503906
2956,210,132.98995971679688
2957,210,174.85044860839844
2972,210,140.2618408203125
2976,210,256.9100036621094
2977,210,246.76779174804688
2978,210,290.4245910644531
2979,210,567.66162109375
2980,210,943.7872314453125
2981,210,963.2357177734375
2982,210,526.6279296875
2997,210,451.4795227050781
2998,210,1136.875244140625
2999,210,1269.842529296875
3000,210,1610.2159423828125
3002,210,899.6836547851562
3003,210,902.930419921875
3004,210,968.843505859375
3005,210,1329.7830810546875
3006,210,1341.828125
3007,210,1246.317626953125
3008,210,193.7681427001953
3009,210,193.36083984375
1099,211,2291.07470703125
1164,211,127.34117889404297
1493,211,1207.947998046875
2272,211,2642.38427734375
2438,211,8159.94140625
2473,211,1253.6580810546875
2500,211,1646.9814453125
2522,211,2961.303466796875
2524,211,790.9318237304688
2526,211,216.50601196289062
2532,211,2946.351806640625
2535,211,1174.04736328125
2536,211,263.931640625
2550,211,1737.65478515625
2551,211,1531.0701904296875
2555,211,126.29973602294922
2932,211,466.9994201660156
2950,211,2419.388671875
2951,211,1637.02880859375
2952,211,4387.26416015625
2953,211,314.4175109863281
2954,211,280.854248046875
2955,211,311.8778076171875
2956,211,248.71836853027344
2957,211,304.3409423828125
2958,211,330.2810974121094
2981,211,101.43341064453125
3000,211,151.71340942382812
3001,211,491.5549011230469
3002,211,1321.320068359375
3003,211,1329.0489501953125
3004,211,901.670654296875
3005,211,591.8726196289062
3006,211,831.1516723632812
3007,211,1288.3436279296875
3008,211,539.1939086914062
3009,211,681.2234497070312
3010,211,573.2390747070312
3011,211,507.0437316894531
3012,211,498.2591552734375
3013,211,832.6891479492188
3014,211,858.2311401367188
3015,211,2873.01513671875
3016,211,2058.630126953125
3017,211,1349.4696044921875
3018,211,1357.4246826171875
3019,211,1948.0145263671875
3020,211,2945.25537109375
3021,211,107.3151626586914
3022,211,5004.328125
3028,211,3342.52978515625
3030,211,1607.4168701171875
3045,211,140.32080078125
3056,211,465.05462646484375
1050,212,2953.36572265625
1637,212,997.2970581054688
2273,212,699.3928833007812
2473,212,850.70556640625
2544,212,842.9088134765625
2563,212,2147.954345703125
2564,212,3437.719482421875
2565,212,6013.17333984375
2566,212,1856.06982421875
2920,212,3483.29931640625
2936,212,1335.148193359375
2939,212,234.01397705078125
2940,212,1197.66796875
2944,212,1850.4288330078125
2956,212,283.6517639160156
2957,212,303.1254577636719
2958,212,279.956787109375
2959,212,297.218994140625
2960,212,253.23939514160156
2963,212,192.1345977783203
3006,212,166.0861053466797
3007,212,175.06503295898438
3008,212,201.79153442382812
3009,212,127.64466094970703
3010,212,202.0452423095703
3011,212,234.16500854492188
3012,212,256.9742126464844
3013,212,568.5132446289062
3014,212,340.3457946777344
3015,212,416.0237731933594
3016,212,558.04736328125
3017,212,2071.849609375
3018,212,1237.8507080078125
3019,212,2078.855712890625
3020,212,2100.267822265625
3021,212,517.344482421875
3022,212,114.26551818847656
3052,212,113.91583251953125
3154,212,295.0867614746094
564,213,402.4775085449219
1440,213,746.4220581054688
1569,213,1346.929931640625
2459,213,634.4284057617188
2460,213,281.15155029296875
2462,213,398.05072021484375
2466,213,2903.930419921875
2521,213,3155.46435546875
2541,213,3114.687744140625
2547,213,4138.802734375
2556,213,3340.55517578125
2935,213,2113.976318359375
2942,213,2341.66552734375
2950,213,3512.60107421875
2961,213,419.5321044921875
2962,213,187.7694091796875
2963,213,7676.67919921875
2964,213,135.37442016601562
3005,213,165.9864959716797
3016,213,224.51165771484375
3017,213,435.7032165527344
3018,213,102.11575317382812
3020,213,126.9024658203125
3063,213,627.78369140625
3064,213,2686.44873046875
3065,213,2692.56103515625
3066,213,2649.4365234375
3067,213,4308.39453125
3073,213,3195.296142578125
2459,214,1275.52978515625
2463,214,1157.2257080078125
2491,214,1429.960693359375
2518,214,4500.6123046875
2977,214,193.4105224609375
3004,214,824.9044799804688
3005,214,807.2408447265625
3006,214,824.1856079101562
3011,214,193.22906494140625
3014,214,221.66136169433594
3015,214,860.06005859375
3016,214,873.3193359375
3017,214,583.511474609375
3018,214,901.4110717773438
3066,214,1006.591796875
3067,214,3582.115234375
3068,214,2976.608154296875
3069,214,2786.437255859375
3070,214,275.4428405761719
3073,214,111.13378143310547
1688,215,166.09371948242188
2031,215,1388.68798828125
2228,215,969.1676025390625
2370,215,231.82395935058594
2450,215,1843.776611328125
2457,215,633.5965576171875
2459,215,1682.8363037109375
2460,215,589.3146362304688
2473,215,330.1768493652344
2474,215,230.65017700195312
2478,215,2582.189453125
2482,215,4646.150390625
2911,215,1316.580810546875
2994,215,135.7183380126953
3011,215,5717.39794921875
3012,215,595.9400634765625
3013,215,1659.962158203125
3067,215,342.7074279785156
3068,215,981.4302368164062
3069,215,317.3731384277344
3105,215,475.71612548828125
3469,215,2604.44091796875
614,216,2932.056640625
1274,216,1085.85107421875
1532,216,1539.277587890625
1724,216,1695.0770263671875
2180,216,284.5299377441406
2382,216,3681.195556640625
2410,216,250.30072021484375
2437,216,2159.477294921875
2450,216,369.0788269042969
2459,216,942.9495239257812
2460,216,2168.303955078125
2463,216,2487.474853515625
2466,216,459.6640319824219
2481,216,3715.855712890625
3040,216,1221.1229248046875
3041,216,1233.0272216796875
3042,216,683.4990234375
3044,216,1139.046630859375
3066,216,270.9955749511719
3067,216,1028.09814453125
3068,216,912.195068359375
3069,216,938.93798828125
3070,216,3615.6962890625
3071,216,169.72384643554688
3077,216,120.58834838867188
3115,216,818.893798828125
3120,216,181.5028076171875
3874,216,4110.208984375
936,217,982.5018920898438
1284,217,6287.2841796875
2121,217,528.1423950195312
2356,217,195.00033569335938
2357,217,116.75480651855469
2358,217,3589.32275390625
2380,217,1086.3946533203125
2391,217,721.18212890625
2395,217,1594.7545166015625
2398,217,2381.505615234375
2413,217,3106.373779296875
2414,217,1188.30810546875
3025,217,235.0011444091797
3032,217,158.49337768554688
3038,217,1200.4818115234375
3039,217,1197.4259033203125
3064,217,696.0911254882812
3065,217,931.742919921875
3066,217,806.6416625976562
3067,217,673.9235229492188
3068,217,642.1104125976562
3069,217,967.0122680664062
3071,217,1192.8280029296875
3073,217,229.6930694580078
3075,217,282.77984619140625
3080,217,743.5105590820312
1409,218,1638.3153076171875
2359,218,3701.96484375
2361,218,3399.742431640625
2362,218,6618.037109375
2363,218,753.7633056640625
2369,218,1302.4227294921875
2398,218,133.43789672851562
2425,218,485.65655517578125
3097,218,362.988525390625
3139,218,179.20428466796875
3171,218,591.7249755859375
247,219,1998.2554931640625
1823,219,566.1434326171875
2259,219,3488.588134765625
2318,219,2695.828125
2319,219,2765.934814453125
2320,219,2900.96923828125
2321,219,129.5155029296875
2393,219,536.8539428710938
2394,219,3788.716552734375
2487,219,1863.3973388671875
3096,219,364.02423095703125
3158,219,2208.088623046875
3164,219,4352.80859375
3360,219,2055.8046875
4030,219,310.51116943359375
280,220,887.3025512695312
977,220,172.6867218017578
1854,220,4344.07080078125
2257,220,110.35379028320312
2317,220,2774.85888671875
2318,220,2802.951904296875
2319,220,2247.6337890625
2320,220,2865.188232421875
2321,220,2902.171875
2322,220,2792.4345703125
2323,220,7060.25537109375
2566,220,862.0501708984375
2692,220,7335.6748046875
2794,220,2959.742919921875
2952,220,1624.168212890625
3096,220,147.11932373046875
3097,220,554.7528686523438
3098,220,391.2641296386719
3099,220,240.77980041503906
3100,220,107.8270034790039
3174,220,1250.1890869140625
3191,220,2196.9345703125
3194,220,2923.049072265625
3195,220,674.6965942382812
3196,220,707.6895141601562
3197,220,716.2861938476562
3199,220,2035.032958984375
3201,220,357.38720703125
3471,220,905.694091796875
3761,220,428.32098388671875
3762,220,162.7632598876953
3843,220,2605.7041015625
1284,221,2198.501953125
2318,221,2804.541259765625
2319,221,2837.339599609375
2320,221,2864.01513671875
2321,221,2901.5224609375
2322,221,3023.162841796875
2327,221,4950.6064453125
2328,221,248.15505981445312
2329,221,2260.426025390625
2330,221,294.7149658203125
2331,221,2627.576904296875
2332,221,794.48828125
2588,221,437.5337829589844
3097,221,172.71270751953125
3098,221,942.2229614257812
3099,221,1913.4964599609375
3100,221,3069.46923828125
3101,221,151.74600219726562
3128,221,142.1276092529297
3183,221,2535.369140625
3184,221,3734.5087890625
3185,221,5880.85986328125
3186,221,6083.15576171875
3187,221,4643.02978515625
3188,221,3025.94970703125
3204,221,146.6224822998047
3211,221,703.830810546875
3234,221,4977.7763671875
965,222,1274.896240234375
1845,222,798.3236694335938
2221,222,1970.1678466796875
3121,222,207.4645233154297
3128,222,4040.424560546875
3129,222,104.44685363769531
3217,222,445.6463317871094
712,223,982.7230224609375
2368,223,156.88133239746094
2413,223,1032.9761962890625
3129,223,154.7474365234375
3152,223,1922.4561767578125
3177,223,143.68545532226562
3181,223,537.848388671875
3224,223,404.7687683105469
3368,223,650.1610717773438
3417,223,789.6886596679688
3925,223,1076.5548095703125
348,224,1571.232421875
1482,224,5635.7080078125
2019,224,2143.03857421875
2188,224,1498.455078125
2234,224,158.29547119140625
2247,224,4842.05908203125
2248,224,189.00186157226562
3156,224,254.5614013671875
3195,224,104.88999938964844
3237,224,305.0665283203125
3238,224,992.49853515625
3239,224,871.06298828125
3240,224,846.8880004882812
3290,224,2363.09619140625
511,225,772.3812866210938
2237,225,958.2877807617188
2248,225,618.505126953125
3048,225,2367.13525390625
3193,225,1036.757080078125
3194,225,475.52886962890625
3195,225,3064.21728515625
3196,225,155.88218688964844
3244,225,112.21332550048828
3245,225,611.2986450195312
3353,225,1524.3653564453125
745,226,2129.293212890625
2103,226,1495.5885009765625
2194,226,1114.19921875
2223,226,4939.2900390625
2228,226,264.2001953125
2478,226,420.8514709472656
2763,226,682.7387084960938
3147,226,706.4898071289062
3253,226,537.3724975585938
3254,226,244.38291931152344
3255,226,163.50840759277344
3371,226,1987.2574462890625
3415,226,1042.4412841796875
3437,226,907.9298095703125
984,227,1754.5745849609375
1655,227,769.6150512695312
1802,227,1195.3680419921875
2103,227,1098.6278076171875
2196,227,4448.00830078125
3218,227,891.4505615234375
3260,227,170.11941528320312
3261,227,219.09619140625
3262,227,216.6101531982422
3263,227,216.01638793945312
3264,227,212.12155151367188
3265,227,232.080078125
3266,227,198.50404357910156
3267,227,189.13113403320312
3373,227,1991.49365234375
3514,227,164.9915313720703
3601,227,1439.244873046875
2198,228,545.1253051757812
2213,228,1708.669677734375
2214,228,2515.658203125
2215,228,1671.0860595703125
2228,228,4190.00439453125
2229,228,358.3185119628906
2232,228,1976.7657470703125
2848,228,6379.3330078125
2893,228,1564.558349609375
3228,228,178.14483642578125
3270,228,215.44297790527344
3433,228,683.2994384765625
1208,229,341.1485900878906
2209,229,2793.3408203125
2212,229,291.624755859375
3230,229,331.2673645019531
3233,229,168.03829956054688
3234,229,150.7074432373047
3379,229,2772.441650390625
604,230,325.4037170410156
2141,230,644.408935546875
2201,230,2758.858642578125
2383,230,3596.677490234375
3237,230,1864.2701416015625
3243,230,379.83709716796875
3290,230,1748.2774658203125
3291,230,2789.61474609375
3292,230,389.6897277832031
3429,230,1406.537841796875
1158,231,1321.4261474609375
2226,231,951.8309326171875
3258,231,1654.7930908203125
3259,231,398.0130920410156
3302,231,2333.259033203125
3303,231,185.23228454589844
3523,231,1055.0997314453125
650,232,785.3925170898438
915,232,265.8450927734375
1806,232,1393.52001953125
2137,232,172.78050231933594
2166,232,574.7506713867188
2169,232,774.8826904296875
3380,232,194.4327392578125
3428,232,2334.8583984375
1490,233,3043.406982421875
1582,233,301.426513671875
1669,233,355.56134033203125
2135,233,3351.44921875
2140,233,1236.61181640625
2141,233,119.80878448486328
2144,233,754.1160888671875
2149,233,523.2659912109375
2150,233,5244.29541015625
2173,233,6111.61767578125
2229,233,2589.2041015625
2443,233,1082.16455078125
2487,233,3772.857177734375
3242,233,1120.77685546875
3277,233,295.7213134765625
3292,233,217.86386108398438
3321,233,928.7009887695312
3322,233,3000.05810546875
64,234,2370.644287109375
166,234,730.0405883789062
331,234,1918.67333984375
1754,234,1937.4969482421875
1873,234,3758.3193359375
2107,234,578.1114501953125
2150,234,140.2499237060547
2152,234,820.6158447265625
2155,234,2554.605224609375
2160,234,357.8571472167969
2162,234,2617.510009765625
2164,234,1419.0069580078125
2997,234,2560.47607421875
3314,234,2228.06396484375
3322,234,164.1457977294922
3334,234,1128.039306640625
2111,235,226.23487854003906
2154,235,3641.82080078125
2442,235,1247.5335693359375
2585,235,261.5807800292969
2998,235,1096.3988037109375
2999,235,112.06697845458984
3055,235,3579.779541015625
3297,235,2014.4052734375
3336,235,632.8165283203125
3344,235,997.183837890625
75,236,214.5123748779297
1039,236,5503.06787109375
1848,236,1102.217529296875
2112,236,777.4966430664062
2113,236,930.0947265625
2114,236,728.7036743164062
2122,236,5689.66455078125
2129,236,3804.510986328125
2150,236,130.35641479492188
2401,236,627.7804565429688
3307,236,100.34819793701172
3311,236,1238.934326171875
3336,236,144.0390167236328
3385,236,973.0257568359375
153,237,1825.9105224609375
1012,237,2144.021484375
1936,237,1622.681396484375
2063,237,2228.983154296875
2112,237,309.1771545410156
2113,237,1457.6063232421875
2127,237,3203.51708984375
2137,237,5294.94677734375
2138,237,872.270263671875
2139,237,2562.009521484375
2140,237,465.4593505859375
2149,237,101.7461929321289
2150,237,3323.191650390625
2436,237,1018.3643798828125
3317,237,2599.314453125
3327,237,2386.738525390625
3357,237,5021.47802734375
3372,237,3034.826416015625
3435,237,3079.44287109375
3800,237,761.752685546875
35,238,1226.185546875
589,238,300.35931396484375
1060,238,609.8284912109375
2105,238,113.56099700927734
2129,238,1100.0723876953125
2130,238,127.95645904541016
2131,238,1432.9207763671875
2132,238,2002.13427734375
3062,238,2036.4588623046875
3324,238,232.14332580566406
3325,238,4181.5009765625
3327,238,3883.285888671875
3376,238,1143.41162109375
3378,238,4772.89306640625
3423,238,1441.22119140625
3424,238,1756.6273193359375
3425,238,1754.8880615234375
3426,238,3159.36572265625
3427,238,7039.95263671875
3428,238,113.97895050048828
3840,238,766.1883544921875
289,239,258.92755126953125
1964,239,1954.42822265625
2085,239,420.2034912109375
2086,239,2658.75634765625
2087,239,3582.560791015625
2091,239,2174.92041015625
2092,239,5133.46435546875
2093,239,129.828857421875
2094,239,1638.008544921875
2096,239,593.3662719726562
2097,239,3319.970947265625
2098,239,226.23516845703125
2099,239,1059.0233154296875
2100,239,588.902587890625
2101,239,272.80291748046875
2102,239,2670.879638671875
2104,239,1325.9600830078125
2105,239,2844.188720703125
2106,239,403.6961975097656
2112,239,777.79931640625
2115,239,2650.61865234375
2116,239,2617.81298828125
2669,239,180.26820373535156
3197,239,1058.3291015625
3367,239,248.11318969726562
3390,239,4964.431640625
3391,239,5054.5859375
3392,239,5105.97314453125
3393,239,5119.85546875
3394,239,5156.6083984375
3420,239,870.5033569335938
3421,239,859.25390625
3422,239,267.654541015625
3426,239,1084.3958740234375
3817,239,848.8267822265625
2119,240,342.1016540527344
2121,240,688.2345581054688
2122,240,357.3273010253906
2123,240,2414.27587890625
2612,240,1443.43994140625
3360,240,281.7193603515625
3378,240,109.2458724975586
3406,240,3104.61376953125
3420,240,1551.5723876953125
3421,240,1321.836669921875
3422,240,355.3641052246094
3423,240,339.0277099609375
3425,240,1304.998291015625
3559,240,956.4076538085938
1095,241,993.64306640625
1111,241,860.514892578125
1817,241,1171.9996337890625
2102,241,2234.821044921875
3141,241,2152.392333984375
3177,241,1629.17529296875
3284,241,1666.1336669921875
3390,241,1501.6474609375
3416,241,120.105224609375
3417,241,5321.3955078125
3427,241,764.4615478515625
3792,241,1261.1630859375
1004,242,129.87892150878906
1612,242,142.14501953125
2068,242,177.4982452392578
2069,242,1845.5460205078125
2071,242,1486.90478515625
2072,242,6689.833984375
2073,242,111.71675109863281
2076,242,2981.2490234375
2077,242,554.7138671875
3042,242,2349.392578125
3376,242,109.78465270996094
363,243,3181.73046875
880,243,1019.53759765625
2960,243,2125.909423828125
3370,243,1685.745849609375
3380,243,295.7839050292969
3434,243,973.7423706054688
3435,243,295.9854431152344
3439,243,340.150146484375
3656,243,1130.3001708984375
3979,243,1043.858642578125
286,244,148.18865966796875
1611,244,3073.22998046875
1952,244,4788.525390625
2644,244,210.37841796875
3386,244,219.26168823242188
3402,244,3005.1875
3418,244,1046.2047119140625
3436,244,546.9305419921875
3437,244,624.3281860351562
3438,244,461.1377258300781
3439,244,392.49609375
219,245,162.66110229492188
936,245,5877.87939453125
937,245,157.46365356445312
3412,245,1737.49365234375
3425,245,169.8507080078125
3427,245,2834.161376953125
3429,245,2479.6298828125
3436,245,644.1792602539062
3437,245,676.4632568359375
3438,245,496.88934326171875
3439,245,619.8158569335938
3440,245,445.4964294433594
3441,245,364.3930969238281
3442,245,190.89430236816406
3451,245,4531.3984375
3881,245,177.7808380126953
180,246,2715.56201171875
1283,246,1610.8162841796875
1284,246,1736.0919189453125
2024,246,2682.9423828125
2025,246,1594.372314453125
2026,246,1610.490966796875
2027,246,1714.7130126953125
2031,246,901.7417602539062
2032,246,3789.748046875
2050,246,231.0113525390625
2054,246,2345.75927734375
2055,246,2609.47802734375
2056,246,145.83200073242188
2057,246,612.6278076171875
2058,246,1551.2418212890625
2846,246,1725.532958984375
3139,246,2088.7568359375
3291,246,718.7450561523438
3424,246,3730.5791015625
3434,246,1949.5260009765625
3437,246,1131.0699462890625
3438,246,694.5816040039062
3439,246,501.6615295410156
3568,246,2416.189208984375
3624,246,731.4016723632812
1283,247,1571.15673828125
1284,247,1713.403564453125
1950,247,1099.4312744140625
2024,247,1504.6328125
2025,247,1549.6802978515625
2026,247,1567.2315673828125
2027,247,1388.179443359375
2030,247,149.07749938964844
2333,247,133.04029846191406
2367,247,1121.44873046875
2894,247,1699.614990234375
3017,247,277.13018798828125
3421,247,2349.066162109375
3427,247,1488.6788330078125
603,248,545.4382934570312
1104,248,963.9539794921875
2070,248,1879.15185546875
3421,248,528.0680541992188
3425,248,1849.4031982421875
3451,248,331.43701171875
3456,248,998.232421875
3473,248,192.7881317138672
3474,248,4177.732421875
3483,248,1251.46826171875
3510,248,1144.8314208984375
836,249,161.57830810546875
868,249,1631.190185546875
974,249,1784.18310546875
1977,249,966.7274780273438
1983,249,1344.314453125
1984,249,928.5978393554688
1985,249,940.2322387695312
3427,249,152.2189178466797
538,250,485.30194091796875
539,250,489.6859436035156
595,250,807.9192504882812
1981,250,1337.79833984375
1982,250,953.1427001953125
1983,250,898.5799560546875
1984,250,939.0094604492188
1985,250,976.4242553710938
1986,250,838.863037109375
1987,250,968.880859375
1988,250,1428.5968017578125
1989,250,1341.025390625
1994,250,1607.926513671875
2212,250,1474.1138916015625
3455,250,2150.263427734375
3462,250,1167.00048828125
3486,250,4850.22412109375
3615,250,1781.9241943359375
3659,250,1927.15576171875
79,251,1122.362548828125
262,251,2599.165771484375
360,251,263.4184875488281
1981,251,1432.68701171875
1982,251,893.9181518554688
1983,251,412.6930847167969
1984,251,251.0937957763672
1985,251,405.6740417480469
